웹툰ID,제목,url,thumbnailurl,카피문구,성인여부,요일,시놉시스,키워드리스트,글작가,그림작가,원작가
2809,따봉으로 레벨업,https://webtoon.kakao.com/content/따봉으로-레벨업/2809,https://kr-a.kakaopagecdn.com/P/C/2809/c1/2x/ed4007b6-52cf-4fcb-9529-264432ea3d1f.png,"전무후무 각성자 따봉으로
강해지는 최강헌터 엄지척",False,목,"내 이름은 엄 지척(志剔).
대한민국 평범한 헌터 보조원.
몬스터 사체를 처리하며 근근이 살아가고 있다.

그런 어느 날, 돌아가신 할아버지가 꿈에 나타난 이후, 

'따봉을 받고, 각성해 버렸다.'

할아버지, 이래서 손자 이름을 이렇게 지으신 건가요? 
따봉이 포인트가 된다! 
따봉을 모아 스킬을 구매하고 레벨업한다.

'전무후무 각성자'
따봉으로 강해지는 최강헌터 엄지척의 이야기!
","따뜻한, 통쾌한, 판타지 드라마, 레벨업물, FANTASY_DRAMA",전율,땡구,빅라이트
2812,악역에게 정체를 들켜버렸다,https://webtoon.kakao.com/content/악역에게-정체를-들켜버렸다/2812,https://kr-a.kakaopagecdn.com/P/C/2812/c1/2x/fa1a036a-b0f7-49c9-a733-1f83a322ad23.png,"졸지에 악역의 히든카드가 된 그녀,
그냥 조용히 살게 해주세요!",False,목,"검도 유망주였던 서유리는 귀가 중 교통사고를 당하고, 소설 <달의 노래>에서 멸문당하는 에반 가문의 쌍둥이 누나 ‘셀레나’에 빙의한다. 셀레나는 가문의 멸망을 막기 위해 고군분투하지만, 결국 연인과 야반도주한 남동생 '셀레스틴' 대신에 남장을 하고 기사단에 입대한다. 과연 '셀레나'는 소석 속 악역 황태자 ‘이그니스’로부터 가문을 지키고 무사히 살아남을 수 있을까?","긴장감 있는, 몰입되는, 로맨스 판타지, 남장여자물, ROMANCE_FANTASY",차소희,CHARA,차소희
2816,쪽쪽이를 주세요,https://webtoon.kakao.com/content/쪽쪽이를-주세요/2816,https://kr-a.kakaopagecdn.com/P/C/2816/c1/2x/e895602f-61c0-4b0e-8c6a-79973ef283f8.png,"오늘도 셰리나는 가문을 정복하기 위해
저택 곳곳을 뽈뽈거리며 기어 다닌다.",False,토,"""멜라인, 너만큼은 반드시 죽일 거야!""

마법왕국 실로피아의 위대한 대마법사 헬라.
가족처럼 여겼던 제자 멜라인에게 배신 당해
소멸 마법으로 그 존재가 남김없이 사라지는데…

'………애?'

갓난아이로 빙의해버린다.
그것도 라이벌이던 헤이런 제국 클라운 공작가의
환영 받지 못한 사생아로!

근데 왜 자꾸 입에선 바보 같은 소리만 나오는 거야…?
그리고 왜 쪽쪽이가 있어야만 머리가 굴러가는 건데?!!

이렇게 된 이상 클라운 가문을 접수하고
배신한 동료들에게 복수할 날을 꿈꾸겠다!

""저건 뭔가?""
""아기입니다. 공작님.""
""누가 그걸 몰라서 묻나? 대체 왜 아기가 여기에 있는 건가?""

오늘도 셰리나는 가문을 정복하기 위해
거대한 저택 곳곳을 뽈뽈거리며 기어 다닌다.","귀여운, 발랄한, 로맨스 판타지, 육아물, ROMANCE_FANTASY",히엥,히엥,자은향
2826,빙의자를 위한 특혜,https://webtoon.kakao.com/content/빙의자를-위한-특혜/2826,https://kr-a.kakaopagecdn.com/P/C/2826/c1/2x/b6eb2d09-6161-42df-97db-8c454de0a772.png,"◈생명 보험 안내◈ 사후 대비는 
빙의심사국에서 준비하세요! ",False,일,"※사후 세계를 대비하세요!
​
죽기 직전에 받은 이상한 스팸문자.
죽은 줄 알고 눈떠보니 빙의심사국이다.
​
정말 사후 세계가 있다고?
책 속으로 빙의될 거라고?
​
""특별히 선호하는 장르가 있으신가요?""
​
전생에 덕질로 모든 장르를 섭렵한 나.
다음 생은 귀염 뽀짝한 여자아이가 되어 무한한 사랑을 독차지하는 육아물을 희망했건만.
​
내가 빙의될 책은ㅡ
생존 난이도 S급,
고구마 가득한 무한회귀물 <세상을 구할 때까지 회귀>다.
​
거기에서 빙의될 캐릭터는ㅡ
주인공에게 갑질하는 망나니 귀족가ㅡ에서 갑질 당하는 평민 하인의 딸?!
​
하지만 죽기 직전에 가입한 <빙의생명보험 풀패키지>덕분에 특급 특혜를 얻게 되는데...
​
덕력에서 얻은 센스와, 보험 특혜와, 신의 편애와 총애로
고구마 가득한 S급 생존물에서 살아남는 이야기!","몰입되는, 통쾌한, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",구르,구르,이린비
2827,천하제일 표사,https://webtoon.kakao.com/content/천하제일-표사/2827,https://kr-a.kakaopagecdn.com/P/C/2827/c1/2x/d431e916-ae5f-4e1d-baf7-beea17df582e.png,"사라진 스승님을 찾아나선 산골 소년.
천하제일 표사가 되다.",False,월,"어느 날 천하제일인이 사라졌다.
그리고 산골 소년 소운 앞에 나타난 노인.
치매에 걸려 자신을 기억 못하는데...
소운은 노인을 어릴 때 사라진 스승으로 알고
정성스럽게 모시며 무공을 배운다.
그런데 육 년 후, 정신을 차리고 사라진 스승.
소운은 사라진 스승을 찾기 위해 풍천표국의 표사가 되고...
은혜를 베푼 소국주와 표국의 친구들과 뭉쳐서 
천하제일 표국을 만들기 위한 대장정을 시작한다.","발랄한, 긴장감 있는, 액션/무협, 로드무비, ACTION_WUXIA",장담,류사,"장담, 정재"
2830,내 남자 주인공의 아내가 되었다,https://webtoon.kakao.com/content/내-남자-주인공의-아내가-되었다/2830,https://kr-a.kakaopagecdn.com/P/C/2830/c1/2x/ba6f646c-c4ec-4ba1-8a66-714dfa42c99a.png,"세계를 구할 영웅이자 남자 주인공이
왜 여기에 있어?",False,"금, 수","남주 여주 커플의 아름다운 사랑으로
저주받은 용과 마물 그리고 최종 보스의 영혼까지
처참하게 박살 내는 소설 <황제와 성녀>

""……하하, 차라리 지금 죽으면 좀 편히 갈 수 있으려나.""

천재 마법사로 칭송받게 될 찬란한 장래,
그것보다 원하는 건 안락한 노후와 평화로운 미래…
이건만, 그 장렬하게 막을 내리는 이 세계의 최종 보스가 나다.

제발 살려만 줘라…….
그런데,

'잠깐, 이 녀석 남자 주인공인 시그렌 아냐!?'
'얘가 왜 여기 있지?'

세계를 구할 영웅, 시그렌이 코앞에서 죽어간다?

전쟁통에 너무도 많이 굴러
심신이 만신창이가 되어버린 나의 남자 주인공.

""시그렌, 너는 분명 아주 많은 것을 가지게 될 거야.""
""약속할게, 내가 그렇게 될 수 있도록 도울게""

시그렌의 상처를 본 순간 다짐했다.

내가 써내린 세계, 내 안이함으로 고통받은 그에게
앞으로 행복과 눈부신 미래만을 가져다주겠다고.","설레는, 몰입되는, 로맨스 판타지, 힐링물, ROMANCE_FANTASY","푸릭, 초캄, 은태",적발,겨울잎
2833,이 헌터 실화냐 ,https://webtoon.kakao.com/content/이-헌터-실화냐/2833,https://kr-a.kakaopagecdn.com/P/C/2833/c1/2x/c853f0d2-0f20-4b6e-8a14-6b98b57a6104.png,"어서 와. 삽으로 맞는 건 처음이지?
헌터 스트리머의 삽질이 시작된다.",False,일,"몬스터'라는 존재가 등장하여 인류를 위협하는 사회.

 아무런 예고 없이 등장한 이질적인 존재에 의해  
 주인공 최강식의 가족은 목숨을 잃게 된다.

 가족의 복수를 꿈꾸며 살아가지만, 초능력에 적성이 없는 최강식.  
 그런 그의 눈앞에 뜬 이질적인 문구.
 
 '어떤 신이 인사합니다.' [시청자 1]
 
 그건 바로 신의 여흥을 위한 스트리머로 선정된 것!
 '시청'하는 신들의 숫자가 늘수록 새로운 능력과 아이템을 얻게 된다는 사실. 
 이제 주인공은 목숨을 건 방송을 시작하게 된다. 

 오로지 가족의 복수를 위해서...","역동적인, 몰입되는, 액션/무협, 레벨업물, ACTION_WUXIA",스리라챠,스리라챠,파르나르
2850,갑질하는 영주님,https://webtoon.kakao.com/content/갑질하는-영주님/2850,https://kr-a.kakaopagecdn.com/P/C/2850/c1/2x/b3d5a46c-2930-4651-9ec3-79d2341fa125.png,"‘내가 영주인데, 뭐? 불만있어?’
질풍 같은 이안의 갑질이 시작된다.",False,토,"외계인의 침공으로 황폐화된 지구,
민병대를 이끌던 ‘박현성’은 처절한 항전 끝에
외계인을 위기로 몰아넣는데 성공한다.
워프로 도망가는 외계인과 함께 산화하려는 마지막 순간.
워프에 휘말려 정신을 잃고 만다.

눈을 뜨니 거울 속에 비치는 모습은 민병대장 ‘박현성’이 아닌
알베른의 어리고 병약한 꼭두각시 영주 '이안 알베른'이었다!
주변은 전부 자신을 이용하려는 사람들뿐.
내 편 하나 찾기 어려운 상황에서
질풍 같은 이안의 갑질이 시작된다.

‘내가 영주인데, 뭐? 불만 있어?’

관리가 엉망인 영지, 뒷 돈만 밝히는 탐관오리, 신뢰도 제로의 부하들.
다 필요 없어. 지금부터 이곳은 나, 이안 알베른이 지배한다.

탐관오리는 몽둥이 찜질! 영지를 노략질하던 해적에겐 처절한 응징!
사람 목숨 가지고 노는 흑마법사에겐 가차 없는 죽음의 참교육!
고대 유령의 검술, 각성한 워프 능력 등
강해지기 위해서라면 뭐든지 이용한다!

이세계에서 펼쳐지는 이안의
판타지 갑질 일대기가 지금 시작됩니다!","통쾌한, 환상적인, 판타지 드라마, 환생물, FANTASY_DRAMA",Doby,지실,장대수
2852,검술명가 막내아들,https://webtoon.kakao.com/content/검술명가-막내아들/2852,https://kr-a.kakaopagecdn.com/P/C/2852/c1/2x/11fd9da3-3e39-4929-b429-25620cf854c5.png,"비참했던 과거의 삶, 이번 생은 
내가 직접 선택하겠어.",False,일,"세계 제일의 검술명가 룬칸델. 
그곳에서 수치라 불리는 룬칸델 최악의 둔재
'진'
가문에서 추방당한 그는 그림자의 신 '솔더렛'과의 계약을 통해 힘을 얻기 시작한다.
하지만... 잠을 자던 도중 비참하게 살해당하고 마는데... .

눈을 뜬 그는 자신이 과거로 거로 회귀했다는 사실을 깨닫는다.
그는 자신을 죽음으로 몰고간 자들에게 복수를 다짐하고
전생과는 다른 삶을 살 것을 맹세한다.","압도되는, 몰입되는, 액션/무협, 회귀물, ACTION_WUXIA","AZI, COBY(Contentslabblue), 조고미, 도파민",이제원,황제펭권
2853,황제궁 옆 마로니에 농장,https://webtoon.kakao.com/content/황제궁-옆-마로니에-농장/2853,https://kr-a.kakaopagecdn.com/P/C/2853/c1/2x/dfcefbeb-1b73-45f2-8a5a-2e4cb80a6caf.png,"제국의 젊은 황제 이스칸다, 
그 앞에 나타난 위기, 소녀 헤이즐!",False,목,"'태양의 손'을 가진 농사 천재, 헤이즐 메이필드.
할아버지가 준 땅문서를 들고 설레는 마음으로 자신의 농장을 찾아가는데…

""그 '대단히 높은 신분의 집주인'이… 황제였어?""

위대한 브라타니아 제국의 젊은 황제 이스칸다.
완전무결한 황궁을 꿈꾸던 그에게 닥친 최대 위기.

""땅문서에 제 이름이 적혀 있는 한 누구도 저한테서 이 땅을 빼앗을 수 없어요!""

황궁 한가운데서 알박기라니요?
아침마다 코를 자극하는 거름 냄새.
일생일대의 숙적이 된 소녀는 황제의 친구들까지 슬금슬금 포섭해나가는데…

""더는 좌시할 수 없다. 이건 황제에 대한 명백한 도전이야!""","귀여운, 따뜻한, 로맨스 판타지, 힐링물, ROMANCE_FANTASY",오로라스튜디오,올차,정연
2861,역대급 창기사의 회귀,https://webtoon.kakao.com/content/역대급-창기사의-회귀/2861,https://kr-a.kakaopagecdn.com/P/C/2861/c1/2x/3591faef-f4da-43b3-902e-15edcae572bb.png,"역대급 재능, 천재 창기사 조슈아!
그의 사이다 복수극이 시작된다!",False,일,"무패의 창기사.
기사는 검을 써야만 한다는 고정관념을 철저히 깨부순 
공작 가문의 빛나는 별. 제국의 오랜 내전을 일시에 종식시킨 대영웅. 
그 이름은 바로 '조슈아 샌더스'.

황제의 역대 최강의 창이라고도 불리는 그가 명성에 어울리지 않는     
검붉은 피를 울컥거리고 있었다. 다른 누구도 아닌 자신의 주군, 
카이사르 황제의 손에 의해...
""카이사르, 이렇게 끝날 거라 생각하지 마라!!""
폭발 마법진에 의해 죽음을 앞둔 그 순간, 수십 년을 함께 해온 창 
'루기아'가 엄청난 기운을 내뿜기 시작하는데...
낯이 익은 이곳은 설마... 어렸을 때 살던 마구간?
몸도 어려졌잖아?! 루기아 너 대체 정체가 뭐야?

다시 유년시절로 돌아온 조슈아! 그의 사이다 복수극이 시작된다!","통쾌한, 압도되는, 액션/무협, 회귀물, ACTION_WUXIA",조후상,스튜디오 이너스,조선생님
2862,후궁계약,https://webtoon.kakao.com/content/후궁계약/2862,https://kr-a.kakaopagecdn.com/P/C/2862/c1/2x/f8dee2a8-e117-483a-a0d6-fdf2f76ba57c.png,"지상 최강의 자객,
황제의 후궁이 되다.",False,월,"사신이란 별명으로 불리는 자객 예서는
어느 날 수상한 남자에게 거액의 비밀 의뢰를 받는다.

""성국 황제의 후궁으로 입궁해 다오. 그게 내 의뢰이다.""

뭐야 이거? 자객을 후궁으로 고용해서 뭘 하려고?

""왜. 존귀하신 황제께서 미녀 자객한테 한번 먹혀보고 싶대?""
""뭐 그쪽도 전혀 흥미가 없는 건 아닌데.""

……농담이 안 통하는 의뢰인이네.

망설임은 컸지만 거액의 선금을 챙긴 뒤 의뢰를 받았다.
그런데…… 의뢰인 이 자식? 황제 본인이었어?!","웃기는, 설레는, 로맨스 판타지, 로맨틱코미디물, ROMANCE_FANTASY",밥꾹,붉은마녀,레죵
2866,메모라이즈(MEMORIZE),https://webtoon.kakao.com/content/메모라이즈MEMORIZE/2866,https://kr-a.kakaopagecdn.com/P/C/2866/c1/2x/39896b5a-f499-4f77-8515-f7c727040e1d.png,"시간을 되돌려서
얼룩진 과거를 반드시 바꾸겠어",False,토,"[한국 최초의 이세계물 웹소설 메모라이즈. 이제, 그 전설이 웹툰으로 돌아왔다!]

현대와는 다른 세상 홀 플레인.
김수현은 군 전역 후 어느날 갑자기 홀 플레인의 세상에 강제로 소환당한다.

많은 우여곡절을 거치고 끝끝내 정상에 오르는데 성공하지만, 홀 플레인에서 활동한 10년의 세월은 이미 너무나도 슬픈 과거로 얼룩진 상태였다.
김수현은 슬픈 과거를 바꾸기 위해, 제로 코드의 힘을 10년의 시간을 되돌리는데 사용하기로 결정한다.

 “그런 대단한 힘을 간직한 물건을 단순히 시간을 되돌리는데 사용하겠다는 건 어불성설입니다.
마지막으로 묻겠습니다. 사용자 김수현은, 다시 한 번 그 10년의 고통스러운 시간을 반복하겠다는 겁니까?""

말을 마친 세라프는 이제는 아예 애원하는 눈동자로 나를 보고 있었다.
문득, 안에서부터 까닭 없는 웃음이 터져 나왔다. 말 그대로 아무 이유 없는 웃음이었다.","몰입되는, 긴장감 있는, 판타지 드라마, 회귀물, FANTASY_DRAMA",정하,정하,로유진
2871,튜린의 릴리엔,https://webtoon.kakao.com/content/튜린의-릴리엔/2871,https://kr-a.kakaopagecdn.com/P/C/2871/c1/2x/cce7e038-b0c3-44c8-a3a0-8db6a669fe1e.png,"악당이 될 남주와 선결혼,
후연애를 시작하다?!",False,화,원작 남주인공의 트라우마를 담당하는 나쁜 엄마가 되긴 싫었다. 평안한 인생 설계를 위해서 오빠와의 관계도 잘 다져놓고 남편이 흑화하지 않도록 충실히 의무를 다하기로 했을 뿐인데.... 남편이 갑자기 달콤하게 굴기 시작했다.,"설레는, 몰입되는, 로맨스 판타지, 환생물, ROMANCE_FANTASY",나겸,나겸,나유혜
2890,주인공의 구원자가 될 운명입니다,https://webtoon.kakao.com/content/주인공의-구원자가-될-운명입니다/2890,https://kr-a.kakaopagecdn.com/P/C/2890/c1/2x/a96e6a1a-2c2f-4104-a9a6-9eb7a014c77c.png,"당신은 왜 저를 키웠습니까.
나는 가진 것이 당신 뿐입니다.",False,금,"아버지에게 실험을 빙자한 학대를 당하던 중 전생의 기억을 떠올렸다.
그리고 깨달았다.
자신이 전생에 봤던 판타지 소설 속 세계에서
소설이 시작하기도 전에 죽는 단역으로 태어났다는 것을.

아리아드네는 침착하게 생각했다.
망했다. 그것도 아주 세계 단위로 망했다.

'이 소설, 배드 엔딩인데.'

이 10권짜리 먼치킨 판타지 소설의 결말은,
주인공의 실패와 세계 멸망이었다.

'주인공이 회귀하면 배드 엔딩 확정이라니, 뭐 이딴 소설이 다 있어!'

결말을 바꾸려면 세계도 구하고 주인공도 구하고 동료들도 구해야 한다.
하지만, 그녀가 가장 먼저 구해야 할 사람은.

""절 데려가 주세요, 외할아버지!""

학대당하다 16살에 죽을 운명인 자기 자신이었다.","가슴 먹먹한, 몰입되는, 로맨스 판타지, 성공성장물, ROMANCE_FANTASY",엑스텐 스튜디오,엑스텐 스튜디오,은소로
